H0407;-14.429526262963476;16.486188898541414;08:00;FEED;petit dejeuner;cour
H0407;-14.429597341501356;16.48608409202162;14:00;FEED;déjeuner;cour
H0407;-14.429526262963476;16.486188898541414;15:00;REST;Dormir;cour
H0407;-14.429526262963476;16.486188898541414;20:00;FEED;diner;cour
H0408;-14.429526262963476;16.486188898541414;09:30;REST;repos;cour
H0408;-14.429526262963476;16.486188898541414;14:00;FEED;Déjeuner;cour
H0408;-14.429526262963476;16.486188898541414;14:30;REST;Dormir;cour
H0503;-14.42981672919547;16.48564016275433;10:30;WANDER;tache ménagére;cour
H0503;-14.42981672919547;16.48564016275433;14:00;FEED;déjeuner;cour
H0503;-14.42981672919547;16.48564016275433;20:00;FEED;diner;cour
H0503;-14.42981672919547;16.48564016275433;22:00;STILL;palaber;cour
H0505;-14.42981672919547;16.48564016275433;10:00;WANDER;linge;cour
H0505;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
H0505;-14.42992669976351;16.4855758641004;15:00;REST;Dormir;cour
H0505;-14.42981672919547;16.48564016275433;21:00;REST;repos;cour
H0506;-14.42981672919547;16.48564016275433;06:00;STILL;priére;cour
H0506;-14.42981672919547;16.48564016275433;06:15;FEED;Petit déjeuner;cour
H0506;-14.42992669976351;16.4855758641004;17:00;REST;repos;cour
H0506;-14.42992669976351;16.4855758641004;18:00;FEED;repas;cour
H0506;-14.42981672919547;16.48564016275433;20:00;FEED;diner;cour
H0506;-14.42981672919547;16.48564016275433;22:00;STILL;palabrer;cour
H0507;-14.42981672919547;16.48564016275433;07:00;STILL;priére;cour
H0507;-14.42981672919547;16.48564016275433;08:00;FEED;petit dejeuner;cour
H0507;-14.42992669976351;16.4855758641004;12:00;REST;repos;cour
H0507;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
H0508;-14.430531438676894;16.48720153716334;07:00;STILL;chercher du pain;cour
H0508;-14.430531438676894;16.48720153716334;07:15;FEED;Petit déjeuner;cour
H0508;-14.42992669976351;16.4855758641004;13:00;WANDER;tache ménagére;cour
H0508;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
H0508;-14.42992669976351;16.4855758641004;18:00;WANDER;tache ménagére;cour
H0508;-14.42981672919547;16.48564016275433;19:00;REST;repos;cour
H0701;-14.430489128361822;16.48485038061976;08:30;FEED;dejeuner;cour
H0701;-14.430489128361822;16.48485038061976;09:00;REST;repos;cour
H0701;-14.430588370093961;16.484892817892764;14:00;FEED;déjeuner;Cour
H0701;-14.430588370093961;16.484892817892764;15:00;WANDER;jouer avec les enfants;cour
H0701;-14.430485105048358;16.484894103870584;18:00;REST;repos;cour
H0702;-14.430489128361822;16.48485038061976;06:30;WANDER;Tâche ménagére;cour
H0702;-14.430588370093961;16.484892817892764;14:00;FEED;déjeuner;cour
H0702;-14.430588370093961;16.484892817892764;14:30;WANDER;préparer Thé;cour
H0702;-14.430588370093961;16.484892817892764;15:20;REST;Dormir;cour
H0702;-14.430588370093961;16.484892817892764;17:00;REST;repos;cour
H0702;-14.430485105048358;16.484894103870584;19:00;STILL;priére;cour
H0702;-14.430485105048358;16.484894103870584;20:00;FEED;diner;cour
H0703;-14.430489128361822;16.48485038061976;06:30;WANDER;Tâche ménagére;cour
H0703;-14.430588370093961;16.484892817892764;14:00;FEED;déjeuner;cour
H0703;-14.430588370093961;16.484892817892764;14:30;WANDER;préparer Thé;cour
H0703;-14.430588370093961;16.484892817892764;15:20;REST;Dormir;cour
H0703;-14.430588370093961;16.484892817892764;17:00;REST;repos;cour
H0703;-14.430485105048358;16.484894103870584;19:00;STILL;priére;cour
H0703;-14.430485105048358;16.484894103870584;20:00;FEED;diner;cour
H0901;-14.431198572636143;16.484882530069893;07:00;FEED;petit dejeuner;cour
H0901;-14.431198572636143;16.484882530069893;14:00;FEED;repas;cour
H0901;-14.431198572636143;16.484882530069893;15:00;FEED;thé;cour
H0901;-14.431198572636143;16.484882530069893;17:00;STILL;priére;cour
H0901;-14.431198572636143;16.484882530069893;20:00;STILL;Palabrer;cour
H0901;-14.431198572636143;16.484882530069893;22:00;FEED;diner;cour
H0903;-14.431198572636143;16.484882530069893;07:00;STILL;priére;cour
H0903;-14.431198572636143;16.484882530069893;07:15;FEED;petit dejeuner;cour
H0903;-14.431198572636143;16.484882530069893;08:00;WANDER;Tâche ménagére;cour
H0903;-14.431198572636143;16.484882530069893;14:00;FEED;déjeuner;Cour
H0903;-14.431198572636143;16.484882530069893;15:00;REST;repos;cour
H0903;-14.431198572636143;16.484882530069893;21:00;FEED;diner;cour
H0903;-14.431198572636143;16.484882530069893;22:00;STILL;palabrer;cour
H1003;-14.432216379592631;16.485590854695165;07:00;STILL;priére;cour
H1003;-14.432216379592631;16.485590854695165;07:15;FEED;petit dejeuner;cour
H1007;-14.431534947101039;16.485917931155758;06:00;WANDER;Priére+ tache ménagére;cour
H1103;-14.429049894970222;16.487122301407616;14:30;FEED;déjeuner;cour
H1103;-14.429049894970222;16.487122301407616;21:00;FEED;diner;cour
H1105;-14.431454495317775;16.48605494915872;09:00;FEED;petit dej;cour
H1107;-14.426895410609742;16.48762768421484;08:00;FEED;petit dej;cour
H1107;-14.426895410609742;16.48762768421484;13:00;REST;repos;cour
H1107;-14.426895410609742;16.48762768421484;14:00;FEED;déjeuner;cour
H1107;-14.426895410609742;16.48762768421484;15:00;STILL;palabrer;cour
H1107;-14.426895410609742;16.48762768421484;19:00;STILL;palabrer;cour
H1107;-14.426895410609742;16.48762768421484;22:00;FEED;diner;cour
H1108;-14.426895410609742;16.48762768421484;06:00;REST;Dormir;cour
H1108;-14.426895410609742;16.48762768421484;13:00;REST;repos;cour
H1108;-14.426895410609742;16.48762768421484;14:00;STILL;palabrer;cour
H1108;-14.426895410609742;16.48762768421484;20:00;FEED;Diner;cour
H1108;-14.426895410609742;16.48762768421484;21:00;STILL;palabrer;cour
H1301;-14.431518868266838;16.485261504022;07:00;WANDER;tache ménagére;cour
H1301;-14.431572512445127;16.48522999762262;19:00;WANDER;regarder la télé+ thé;Cour
H1302;-14.431553066430494;16.485231283598207;21:00;FEED;diner;cour
H1303;-14.431563124713925;16.485220995793284;13:00;REST;repos;cour
H1303;-14.431563124713925;16.485220995793284;14:00;FEED;déjeuner;cour
H1303;-14.431563124713925;16.485220995793284;19:00;REST;repos;cour
H1304;-14.431609392817695;16.485184345483816;09:00;WANDER;tache ménagére;cour
H1304;-14.431563124713925;16.485220995793284;12:00;REST;Repos;cour
H1304;-14.431563124713925;16.485220995793284;15:00;REST;Repos;cour
H1304;-14.431563124713925;16.485220995793284;18:28;STILL;palabrer;cour
H1304;-14.431563124713925;16.485220995793284;21:00;FEED;diner;cour
H1304;-14.431563124713925;16.485220995793284;21:30;STILL;palabrer;cour
H1401;-14.432650760211528;16.485157983007486;06:00;REST;Dormir;cour
H1401;-14.432650760211528;16.485157983007486;18:00;REST;Repos;cour
H1404;-14.432278896257925;16.483557005142792;08:00;STILL;priére;cour
H1404;-14.432278896257925;16.483557005142792;08:15;FEED;petit dej;cour
H1404;-14.432278896257925;16.483557005142792;09:30;REST;repos;cour
H1404;-14.432278896257925;16.483557005142792;14:00;FEED;Déjeuner;cour
H1404;-14.432278896257925;16.483557005142792;15:00;REST;Dormir;cour
H1501;-14.432216845401628;16.48559173415955;14:00;FEED;déjeuner;Cour
H1501;-14.432216845401628;16.48559173415955;15:00;STILL;palabrer;cour
H1501;-14.432216845401628;16.48559173415955;18:00;WANDER;préparer diner;cour
H1501;-14.432216845401628;16.48559173415955;21:00;STILL;palabrer;cour
H1502;-14.432216845401628;16.48559173415955;09:00;WANDER;priére + tache ménagére;cour
H1502;-14.432216845401628;16.48559173415955;14:00;FEED;déjeuner;cour
H1502;-14.432216845401628;16.48559173415955;21:00;STILL;palabrer;cour
H1502;-14.432216845401628;16.48559173415955;23:00;STILL;palabrer;cour
H1503;-14.431877545959207;16.48133511604014;14:00;FEED;déjeuner;Cour
H1503;-14.431877545959207;16.48133511604014;15:00;REST;Dormir;cour
H1503;-14.431877545959207;16.48133511604014;20:00;FEED;Diner;cour
H1504;-14.432230939628583;16.48559008489975;08:00;STILL;priére;cour
H1504;-14.432230939628583;16.48559008489975;08:15;FEED;petit dejeuner;cour
H1504;-14.432230939628583;16.48559008489975;13:00;REST;repos;cour
H1504;-14.432230939628583;16.48559008489975;14:00;FEED;dej;cour
H1504;-14.432230939628583;16.48559008489975;20:00;FEED;diner;cour
H1504;-14.432230939628583;16.48559008489975;21:00;STILL;palabrer;cour
H1506;-14.427769742914329;16.487390802291344;07:00;WANDER;tache ménagére;cour
H1506;-14.427769742914329;16.487390802291344;08:00;FEED;petit dejeuner;cour
H1506;-14.427769742914329;16.487390802291344;14:00;FEED;déjeuner;Cour
H1506;-14.427769742914329;16.487390802291344;14:30;STILL;priére après le dejeuner;cour
H1506;-14.427769742914329;16.487390802291344;15:00;WANDER;faire le thé;cour
H1506;-14.427769742914329;16.487390802291344;19:00;STILL;palabrer;cour
H1506;-14.427769742914329;16.487390802291344;20:00;FEED;Diner;cour
H1506;-14.427769742914329;16.487390802291344;21:00;STILL;palabrer;cour
H1601;-14.431862403397213;16.485827050640875;14:00;FEED;déjeuner;cour
H1601;-14.431862403397213;16.485827050640875;20:00;FEED;diner;cour
H1604;-14.424259324383026;16.48827974851953;08:00;STILL;priére;cour
H1604;-14.424259324383026;16.48827974851953;08:15;FEED;petit dejeuner;cour
H1604;-14.424259324383026;16.48827974851953;13:00;REST;Repos;cour
H1604;-14.424259324383026;16.48827974851953;15:00;REST;Dormir;cour
H1604;-14.424259324383026;16.48827974851953;20:00;FEED;Diner;cour
H2001;-14.429754424601082;16.487086461300727;07:00;WANDER;priére+ tache ménagére;cour
H2001;-14.429754424601082;16.487086461300727;10:15;WANDER;vendre des condiments;cour
H2001;-14.429754424601082;16.487086461300727;12:00;REST;repos;cour
H2001;-14.429754424601082;16.487086461300727;14:00;FEED;déjeuner;cour
H2001;-14.429754424601082;16.487086461300727;15:00;WANDER;faire Thé;cour
H2001;-14.429754424601082;16.487086461300727;17:00;WANDER;vendre dans la maison;cour
H2002;-14.429762471228015;16.487071029741013;14:00;FEED;déjeuner;cour
H2002;-14.429762471228015;16.487071029741013;15:00;STILL;palabrer;cour
H2002;-14.429762471228015;16.487071029741013;17:00;WANDER;puiser de l'eau;cour
H2002;-14.429762471228015;16.487071029741013;17:30;REST;repos;cour
H2003;-14.429766494541477;16.4870928911169;07:00;WANDER;preparatif pour aller à l'Apprendre le coran;cour
H2003;-14.429766494541477;16.4870928911169;13:00;REST;repos;cour
H2003;-14.429766494541477;16.4870928911169;14:00;FEED;déjeuner;cour
H2003;-14.429766494541477;16.4870928911169;17:00;WANDER;tache ménagére;cour
H2004;-14.429787952213289;16.48708388937419;07:00;STILL;prière;cour
H2004;-14.429787952213289;16.48708388937419;07:15;FEED;Petit déjeuner;cour
H2004;-14.429787952213289;16.48708388937419;08:00;WANDER;Tache ménagère;cour
H2004;-14.429787952213289;16.48708388937419;11:00;REST;repos;cour
H2004;-14.429787952213289;16.48708388937419;14:00;WANDER;faire Thé;cour
H2004;-14.429787952213289;16.48708388937419;18:00;WANDER;préparer le diner;cour
H2004;-14.429787952213289;16.48708388937419;21:00;REST;repos;cour
H2005;-14.429753083496594;16.48708003148432;08:00;STILL;priére;cour
H2005;-14.429753083496594;16.48708003148432;08:15;FEED;dejeuner;cour
H2005;-14.429753083496594;16.48708003148432;10:00;STILL;Apprendre le coran;cour
H2005;-14.429753083496594;16.48708003148432;12:00;WANDER;aller jouer;cour
H2005;-14.429753083496594;16.48708003148432;14:00;FEED;déjeuner;cour
H2005;-14.429753083496594;16.48708003148432;15:00;WANDER;Apprendre le coran;cour
H2005;-14.429753083496594;16.48708003148432;19:00;REST;repos;cour
H2101;-14.429429518486344;16.48714654370584;05:00;STILL;priére+ wird;cour
H2101;-14.429429518486344;16.48714654370584;06:00;REST;pause;cour
H2101;-14.429429518486344;16.48714654370584;12:00;REST;repos;cour
H2101;-14.429429518486344;16.48714654370584;14:00;FEED;Déjeuner;cour
H2101;-14.429429518486344;16.48714654370584;15:00;STILL;palabrer;cour
H2101;-14.429429518486344;16.48714654370584;19:00;REST;repos;cour
H2102;-14.429442929531223;16.487165833147763;07:00;STILL;priére;cour
H2102;-14.429442929531223;16.487165833147763;08:00;FEED;petit dejeuner;cour
H2102;-14.429442929531223;16.487165833147763;11:00;WANDER;préparatif du dej;cour
H2102;-14.429442929531223;16.487165833147763;14:00;;Prière + dejeuner;cour
H2102;-14.429442929531223;16.487165833147763;15:00;REST;dormir;cour
H2102;-14.429442929531223;16.487165833147763;17:00;WANDER;priére+ préparer diner;cour
H2102;-14.429442929531223;16.487165833147763;19:00;FEED;diner;cour
H2102;-14.429442929531223;16.487165833147763;21:00;STILL;palabrer;cour
H2103;-14.429421471859412;16.48716454718503;05:00;STILL;priére;cour
H2103;-14.429421471859412;16.48716454718503;19:00;FEED;Diner;cour
H2103;-14.429421471859412;16.48716454718503;20:00;REST;repos;cour
H2104;-14.429412084127994;16.48716840507322;14:00;FEED;déjeuner;cour
H2104;-14.429412084127994;16.48716840507322;15:00;STILL;palabrer;cour
H2105;-14.429421471859412;16.48716454718503;07:00;WANDER;priére+ tache ménagére;cour
H2105;-14.429421471859412;16.48716454718503;14:00;FEED;Déjeuner;cour
H2105;-14.429421471859412;16.48716454718503;15:00;REST;repos;cour
H2105;-14.429421471859412;16.48716454718503;21:00;FEED;diner;cour
H2703;-14.42571264737891;16.487955412686777;10:00;FEED;petit dejeuner;cour
H2703;-14.42571264737891;16.487955412686777;15:00;WANDER;faire le thé+ palabrer;cour
H2706;-14.43349775893739;16.48546771194043;08:00;WANDER;Donner à manger aux moutons;cour
H2706;-14.43349775893739;16.48546771194043;14:00;FEED;Dejeuner;cour
H2706;-14.43349775893739;16.48546771194043;16:00;WANDER;Donner à manger aux moutons;cour
H2706;-14.433555426430388;16.48539891231865;18:00;STILL;priére+ repos;cour
H2706;-14.433555426430388;16.48539891231865;21:00;FEED;diner;cour
H2707;-14.433511840534518;16.485473498823392;07:00;STILL;priére;cour
H2707;-14.433511840534518;16.485473498823392;08:00;FEED;petit dejeuner;cour
H2707;-14.433511840534518;16.485473498823392;14:00;FEED;déjeuner;cour
H2707;-14.433576884102202;16.485416272973175;21:00;FEED;diner;cour
H2707;-14.433576884102202;16.485416272973175;21:30;REST;Repos;cour
H2708;-14.433490382862702;16.48546706895348;14:00;FEED;déjeuner;cour
H2708;-14.433519216609202;16.485360976068193;20:00;FEED;diner;cour
H2801;-14.433869915432892;16.485844501958915;10:00;FEED;petit déjeuner;cour
H2801;-14.433883997030021;16.485796921007275;19:00;STILL;Palabrer;cour
H2801;-14.433883997030021;16.485796921007275;20:00;FEED;diner;cour
H2802;-14.433862539357106;16.485782132333597;13:00;REST;repos;cour
H2802;-14.433862539357106;16.485782132333597;14:00;FEED;Déjeuner;cour
H2802;-14.433862539357106;16.485782132333597;15:00;REST;Dormir;cour
H2802;-14.433869915431792;16.485849645847736;20:00;STILL;priére;cour
H2802;-14.433869915431792;16.485849645847736;20:30;FEED;diner;cour
H2803;-14.433872597640766;16.485845144947522;09:00;WANDER;tache ménagére;cour
H2803;-14.433872597640766;16.485845144947522;14:00;FEED;Déjeuner;cour
H2804;-14.433881985371013;16.4857859902504;07:00;WANDER;tache ménagére+ petit déjeuner;cour
H2804;-14.433881985371013;16.4857859902504;14:00;WANDER;laver des assiettes;cour
H2804;-14.433871256535108;16.485843858977102;17:00;WANDER;tache ménagére;cour
H2804;-14.433871256535108;16.485843858977102;21:00;FEED;Diner;cour
H2805;-14.433871256535108;16.485843858977102;08:00;WANDER;Priére+ tache ménagére;cour
H2805;-14.433884667579987;16.485799492954854;09:00;FEED;petit dejeuner;cour
H2805;-14.433884667579987;16.485799492954854;14:30;WANDER;aller jouer;cour
H2805;-14.433884667579987;16.485799492954854;19:00;STILL;palabrer;cour
H2805;-14.433871256535108;16.485843858977102;21:00;FEED;diner;cour
H2806;-14.433861868803687;16.485838072105196;08:00;WANDER;priére+ tache ménagére;cour
H2806;-14.433884667579987;16.485799492954854;10:00;FEED;petit déjeuner;cour
H2806;-14.433865221564906;16.485841287034052;14:00;FEED;Déjeuner;cour
H2806;-14.433865221564906;16.485841287034052;21:00;FEED;diner;cour
H2806;-14.433865221564906;16.485841287034052;21:30;STILL;palabrer;cour
H2807;-14.433889361445699;16.485773773517;14:15;FEED;Déjeuner;cour
H2807;-14.433889361445699;16.485773773517;15:00;WANDER;préparer Thé;cour
H2807;-14.433889361445699;16.485773773517;19:00;REST;Se reposer;cour
H2807;-14.433889361445699;16.485773773517;19:30;STILL;reviser;cour
H2809;-14.433889361445699;16.485773773517;14:00;FEED;déjeuner;Cour
H2809;-14.433889361445699;16.485773773517;15:00;WANDER;faire le thé;cour
H3003;-14.433429178744007;16.486258755761526;05:30;WANDER;reveiller la famille;cour
H3003;-14.433429178744007;16.486258755761526;08:00;FEED;petit dejeuner;cour
H3003;-14.433429178744007;16.486258755761526;14:00;FEED;déjeuner;cour
H3003;-14.433429178744007;16.486258755761526;21:00;FEED;diner;cour
H3004;-14.433425155430543;16.486266471573906;10:00;FEED;petit dejeuner;cour
H3004;-14.433425155430543;16.486266471573906;15:00;REST;repos;cour
H3004;-14.433425155430543;16.486266471573906;17:00;WANDER;tache ménagére;cour
H3004;-14.433425155430543;16.486266471573906;20:00;FEED;diner;cour
H3005;-14.43340906217668;16.48627547335465;06:00;WANDER;priére+ wird+ tâche ménagére;cour
H3005;-14.43340906217668;16.48627547335465;09:00;WANDER;repos/ tache ménagére;cour
H3005;-14.43340906217668;16.48627547335465;14:00;FEED;déjeuner;cour
H3005;-14.43340906217668;16.48627547335465;15:00;WANDER;Tache ménagère;cour
H3005;-14.43340906217668;16.48627547335465;20:00;FEED;diner;cour
H3005;-14.43340906217668;16.48627547335465;21:00;STILL;repos+ palabrer;cour
H3101;-14.433623638844772;16.48655067039793;14:00;FEED;Déjeuner;cour
H3101;-14.433623638844772;16.48655067039793;15:00;REST;repos;cour
H3102;-14.433630344366469;16.48654809846419;05:00;STILL;priére;cour
